 	x	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
66	1.398	20.253	5.844	0.147	1.736	15.263	20.835	0.520	1.012	5.114	0.075	4.694	0.158	4.634	0.176	0.122	21.804	0.279	8.797	35.176	10.915	0.138	2.669	5.145	0.179	6.267
67	1.420	25.098	7.943	0.094	0.911	12.149	27.862	0.470	0.710	4.763	0.036	3.678	0.106	4.546	0.089	0.110	19.714	0.213	7.754	37.955	10.506	0.000	3.192	2.215	0.116	4.852
68	1.441	30.515	9.974	0.068	0.597	8.984	33.057	0.137	0.432	4.522	0.012	2.942	0.041	4.755	0.030	0.100	17.105	0.192	6.341	40.549	8.095	0.000	3.509	0.766	0.080	4.218
69	1.462	35.444	10.508	0.062	0.469	7.490	33.741	0.003	0.233	4.563	0.003	2.781	0.016	4.970	0.007	0.097	14.306	0.197	4.784	41.595	5.093	0.000	3.484	0.273	0.055	4.152
70	1.483	37.719	4.386	0.056	0.389	7.953	29.120	0.000	0.117	5.024	5.291E-4	3.213	0.017	4.292	0.002	0.097	11.505	0.187	3.213	41.502	2.558	0.000	0.048	0.133	0.044	4.319
71	1.504	35.061	0.000	0.007	0.284	10.020	20.912	0.000	0.068	5.882	0.002	4.081	0.035	3.181	0.002	0.078	6.248	0.143	1.489	40.732	1.034	0.000	0.000	0.091	0.052	4.231
72	1.525	27.369	0.000	0.000	0.093	12.611	12.530	0.000	0.075	7.219	0.010	5.030	0.017	2.482	6.486E-5	0.022	0.217	0.043	0.010	38.679	0.314	0.000	0.000	0.072	0.075	3.673
73	1.547	16.366	0.000	0.000	1.612E-4	13.773	6.562	0.000	0.134	9.248	0.033	5.520	0.002	2.143	0.000	1.195E-4	0.000	1.195E-4	0.000	35.792	0.051	0.000	0.000	0.053	0.091	3.000
74	1.568	7.495	0.000	0.000	0.000	12.112	3.272	0.000	0.149	11.958	0.037	5.150	0.000	1.616	0.000	0.000	0.000	0.000	0.000	32.341	0.000	0.000	0.000	0.027	0.068	1.204
75	1.589	0.656	0.000	0.000	0.000	7.285	1.769	0.000	0.008	15.052	0.016	4.197	0.000	0.433	0.000	0.000	0.000	0.000	0.000	28.635	0.000	0.000	0.000	0.009	0.024	0.000
76	1.610	0.000	0.000	0.000	0.000	2.077	1.144	0.000	0.000	17.783	0.002	3.242	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.579	0.000	0.000	0.000	0.001	0.003	0.000
77	1.631	0.000	0.000	0.000	0.000	0.056	0.855	0.000	0.000	19.758	1.905E-4	2.560	0.000	0.000	0.000	0.000	0.000	0.000	0.013	20.806	0.000	0.000	0.000	1.090E-4	6.073E-5	0.000
78	1.653	0.000	0.000	0.000	0.000	0.000	0.639	0.000	0.000	20.934	9.933E-5	1.682	0.000	0.000	0.000	0.000	0.000	0.000	0.270	16.678	0.000	0.000	0.000	0.000	4.660E-7	0.000
79	1.674	0.000	0.000	0.000	0.000	0.000	0.421	0.000	0.000	21.080	0.001	0.758	0.000	0.000	0.000	0.000	0.000	0.000	0.748	12.060	0.000	0.000	0.000	0.000	0.000	0.000
80	1.695	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	19.531	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.400	7.834	0.000	0.000	0.000	0.000	0.000	0.000
81	1.716	0.000	0.000	0.000	0.000	0.000	0.140	0.000	0.000	16.274	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.982	4.732	0.000	0.000	0.000	0.000	0.000	0.000
82	1.737	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.000	12.182	2.042E-4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.243	2.657	0.000	0.000	0.000	0.000	0.000	0.000
83	1.759	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	8.563	1.696E-8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.278	1.407	0.000	0.000	0.000	0.000	0.000	0.000
84	1.780	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0.000	5.938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.161	0.795	0.000	0.000	0.000	0.000	0.000	0.000
85	1.801	0.000	0.000	0.000	0.000	0.000	0.079	0.000	0.000	4.259	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.070	0.316	0.000	0.000	0.000	0.000	0.000	0.000
86	1.822	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.000	3.273	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.104	0.073	0.000	0.000	0.000	0.000	0.000	0.000
87	1.843	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	2.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.418	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88	1.864	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	2.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.936	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89	1.886	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	2.665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.465	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90	1.907	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	2.926	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.818	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	1.928	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	3.298	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.640	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92	1.949	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.795	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.501	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93	1.970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94	1.992	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.435	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95	2.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.430	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96	2.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
